id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18606866,München Zentrum Helles Zimmer U1 U2 ruhige Zone 1P,128805627,Katrin,,Obergiesing,48.10888,11.58192,Private room,45,3,9,2019-08-11,0.19,2,358
18609926,Golden Haven,43234094,Nraj,,Pasing-Obermenzing,48.16165,11.44912,Shared room,60,1,1,2017-09-24,0.02,1,364
18640638,Nice Bedroom close to Hauptbahnhof,94964752,Cornelius,,Schwanthalerhöhe,48.13744,11.54404,Private room,64,2,24,2020-10-10,0.57,1,86
18660250,"CENTRAL, MODERN AND CLEAN APPARTMENT",125377882,Jasmin,,Schwanthalerhöhe,48.13652,11.53998,Entire home/apt,500,4,23,2019-10-01,0.50,1,305
18666657,Living in a colorful & modern artist apartment,129728587,Laura Thais,,Sendling,48.11702,11.54967,Private room,55,2,1,2017-07-30,0.02,1,0
18698581,Отдельная комната.,24922821,Alexandr,,Sendling,48.12149,11.54193,Private room,39,1,3,2017-09-15,0.06,6,364
18701392,Apartment1,35864186,Frederic,,Maxvorstadt,48.15186,11.5636,Entire home/apt,85,5,11,2019-09-07,0.24,1,179
18723949,Central Munich and breakfast on the balcony!,11440560,Susanne,,Ludwigsvorstadt-Isarvorstadt,48.12696,11.5616,Entire home/apt,99,7,1,2019-08-18,0.05,1,106
18731884,Apartment an der Bavaria,51557252,One Bavaria Homes,,Ludwigsvorstadt-Isarvorstadt,48.12653,11.55309,Entire home/apt,180,1,84,2019-09-01,1.78,19,298
18744501,"""Artist´s Creative Residence"" 100m² im Zentrum",129635321,Sylvia,,Schwabing-West,48.15884,11.57014,Entire home/apt,150,1,40,2021-02-28,0.87,1,177
18749082,Mars Apartment München Zentrum,130433278,Yfliss,,Maxvorstadt,48.14362,11.55967,Hotel room,140,1,38,2020-09-10,0.82,8,39
18761649,2 rooms apartment modern near to train,107104629,Alexandra,,Sendling-Westpark,48.11749,11.52595,Entire home/apt,94,30,0,,,8,364
18766482,Cozy modern apartment with garden in the center,124566476,Ramez,,Ludwigsvorstadt-Isarvorstadt,48.13551,11.5609,Entire home/apt,140,2,170,2021-03-15,3.63,4,319
18767436,Modernly furnished apartment with sunny balcony,130583012,Jochen,,Milbertshofen-Am Hart,48.18038,11.56476,Entire home/apt,73,2,1,2017-08-23,0.02,1,0
18829798,Sunny fully furnished flat (2 rooms) in Munich,131123920,Elizaveta,,Moosach,48.18012,11.52017,Entire home/apt,55,29,10,2020-10-31,0.21,1,0
18847276,Entire Apartment in Schwabing - ganze Wohnung,21604054,Yulia,,Schwabing-West,48.17727,11.58256,Entire home/apt,88,3,4,2020-12-01,0.09,1,67
18860563,"Looftähnliche, 84qm, 2 Zimmer Wohnung in München",32639203,Birgit,,Maxvorstadt,48.14795,11.56069,Entire home/apt,75,7,24,2021-02-11,0.53,1,15
18884584,CENTRAL STUDIO APARTMENT 45QM NEAR MUSEUM DISTRICT,4878026,Nicola,,Schwabing-West,48.15997,11.57318,Entire home/apt,121,1,4,2019-10-09,0.15,1,178
18889713,Ruhige Stadtwohnung im beliebten Schwabing,878854,Katharina,,Schwabing-West,48.17133,11.57863,Private room,46,2,0,,,1,87
18913484,Room near center / Zentrumnahes Zimmer mit WIFI,120179784,Nica,,Feldmoching-Hasenbergl,48.22291,11.562,Private room,27,6,25,2020-02-29,0.66,1,243
18957086,Roof loft apartment near Zoo,4486170,Sebastian,,Untergiesing-Harlaching,48.10163,11.55765,Entire home/apt,40,3,15,2019-02-10,0.34,1,0
18993405,Schönes ruhiges Zimmer in München,132488312,Tereza,,Hadern,48.12788,11.48424,Private room,30,2,44,2020-07-10,0.96,1,269
19009762,1 möbl. Zimmer in Zentraler Lage,12575663,Markus,,Neuhausen-Nymphenburg,48.15732,11.53697,Private room,150,2,18,2018-06-03,0.39,2,180
19013630,Apartment in Central Munich (Maxvorstadt),132654515,Antonio,,Maxvorstadt,48.15037,11.57388,Entire home/apt,64,3,6,2019-12-02,0.15,1,212
19023468,Sonniges Apartment mit Blick über München,8019825,Kristin,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0913,11.53749,Shared room,53,2,4,2017-08-16,0.09,1,363
19029277,Apartment mitten im Herzen von München,24928539,Abderrahim,,Moosach,48.18258,11.53467,Private room,45,1,1,2017-10-01,0.02,1,87
19030559,"Beautiful, high quality 85qm DG-WHG near a Lake",132088397,Eri,,Feldmoching-Hasenbergl,48.19522,11.54564,Shared room,100,2,9,2018-05-25,0.19,1,89
19042532,"Cozy room & private bathroom, 10min ->citycenter",20465597,Theresa,,Schwabing-West,48.16252,11.56266,Private room,72,2,5,2019-09-27,0.16,1,364
19071301,Close to center/modern/superclean/welcoming flat,16370178,Cathy,,Laim,48.13964,11.51086,Private room,45,2,54,2020-01-30,1.18,1,0
19097492,Herzlich Willkommen!,92079406,Anett,,Schwabing-Freimann,48.19866,11.62342,Private room,165,1,50,2019-12-22,1.10,2,0
19110022,Oktoberfest directly with Bus in 18 minutes. Quiet,133520546,Susanne,,Schwabing-West,48.16583,11.55998,Entire home/apt,150,3,7,2017-10-06,0.16,1,61
19130106,"""THE LITTLE BLUE"" – private room/private bathroom",13084529,Katja,,Laim,48.13864,11.50398,Private room,53,2,39,2020-02-23,0.85,1,179
19137849,Cozy room in Schwabing (Münchner Freiheit),2820474,Alexandra,,Schwabing-Freimann,48.16589,11.58688,Private room,50,4,48,2020-01-25,1.05,2,28
19141238,Central apartment in Schwabing (Münchner Freiheit),2820474,Alexandra,,Schwabing-Freimann,48.16546,11.58605,Entire home/apt,54,4,47,2021-02-01,1.07,2,37
19179283,Very cozy apartment near Ostbahnhof,16407709,Yana,,Au-Haidhausen,48.1328,11.60814,Entire home/apt,48,5,3,2017-06-30,0.07,1,11
19187788,Wonderful place in Munich next to the River Isar,35949807,Besss,,Ludwigsvorstadt-Isarvorstadt,48.12025,11.56003,Private room,79,3,9,2019-05-18,0.20,1,89
19217956,Schönes Zimmer! 15 Minuten bis zur Innenstadt,24617987,Nadja,,Tudering-Riem,48.1171,11.6954,Private room,165,2,2,2019-04-10,0.06,1,178
19233846,Beautiful Apartment in Munich Bogenhausen,134659158,Ahmed,,Bogenhausen,48.16293,11.62852,Entire home/apt,140,7,1,2017-09-05,0.02,1,45
19269536,Cozy living room for the Oktoberfest,45375758,Alberto,,Berg am Laim,48.11876,11.63241,Private room,400,2,5,2019-09-29,0.12,2,365
19283829,Central & big top floor apartment in Schwabing,135046392,Tina,,Maxvorstadt,48.15691,11.56219,Entire home/apt,110,2,19,2017-12-19,0.41,1,0
19308448,Cozy private room close to city centre & Messe,45375758,Alberto,,Berg am Laim,48.11924,11.6352,Private room,51,1,11,2020-01-28,0.24,2,87
19320345,Zentraler gehts nicht,135327061,Charly,,Maxvorstadt,48.14047,11.56677,Entire home/apt,90,5,18,2019-11-20,0.56,1,77
19322487,Beautiful & clean room in a historical building,7392700,Sascha,,Au-Haidhausen,48.12745,11.59478,Private room,49,1,37,2020-01-29,0.85,1,89
19323065,Room close to the river,4946452,Stefan,,Ludwigsvorstadt-Isarvorstadt,48.12309,11.56591,Private room,150,1,5,2019-09-29,0.12,1,88
19339930,Schöne Wohnung Nähe Marienplatz & Messe,116800974,Alexandra & Marvin,,Altstadt-Lehel,48.13327,11.57311,Entire home/apt,120,2,66,2020-11-29,1.46,1,48
19352637,★★★★Studio (27㎡ (290ft2)),2320870,Robert,,Milbertshofen-Am Hart,48.20134,11.58534,Entire home/apt,39,25,19,2020-08-08,0.42,4,31
19355237,Entire Apartment 10 mins from City Center,6011342,Matt,,Sendling,48.11599,11.53927,Entire home/apt,60,2,30,2020-08-13,0.67,3,214
19356728,Cozy appartment in the heart of Munich,72098210,Christian,,Schwabing-West,48.15957,11.56794,Entire home/apt,178,3,1,2017-09-14,0.02,1,364
19369142,Kleines aber feines Studio,10899368,Angela,,Untergiesing-Harlaching,48.1067,11.57233,Entire home/apt,83,2,6,2019-09-28,0.14,1,81
19395357,Charmante Wohnung zw. Giesing und Haidhausen,58693995,Sabine,,Ramersdorf-Perlach,48.11573,11.60176,Entire home/apt,65,1,47,2020-08-17,1.11,1,350
19397011,!Cozy luxury Schwabing central long terms welcome!,3310268,Lalo,,Schwabing-Freimann,48.17732,11.59701,Private room,38,1,60,2021-03-23,1.31,3,181
19407836,Tolle Wohnung direkt am Olympiapark,7510296,Kerstin,,Neuhausen-Nymphenburg,48.1635,11.54657,Entire home/apt,49,2,5,2020-12-05,0.16,1,0
19426944,Perfect Flat close to Oktoberfest!,12217387,Karin,,Sendling-Westpark,48.11879,11.53402,Entire home/apt,185,3,3,2017-09-25,0.07,1,0
19466278,Lovely little Apartment - central located.,124095757,Myriam,,Maxvorstadt,48.14936,11.57824,Entire home/apt,100,1,13,2018-09-28,0.29,1,30
19466942,"Cozy, spacious apartment in the heart of Munich.",5158218,Joy Hayat,,Au-Haidhausen,48.1292,11.59491,Entire home/apt,130,2,43,2020-01-14,0.95,1,178
19468520,Bright private room in Schwabing / Maxvorstadt,916825,Daniel,,Maxvorstadt,48.15315,11.56432,Private room,60,1,1,2018-05-16,0.03,1,89
19493738,Traumhaftes Zimmer zentral Nähe Marienplatz,53299900,Grit,,Obergiesing,48.11458,11.58268,Private room,110,1,17,2019-05-18,0.37,2,90
19494188,Lovely flat with 2 rooms in central location,10040097,Eva,,Schwabing-West,48.16148,11.56363,Entire home/apt,70,4,5,2019-08-09,0.14,1,4
19497611,Quiet private room in house with garden,136888493,,,Tudering-Riem,48.10617,11.7046,Private room,45,2,9,2020-01-16,0.20,1,89
19514142,Exclusives TOP LEVEL Apartment in München,2266917,Verena,,Sendling-Westpark,48.11806,11.52417,Entire home/apt,68,30,2,2019-11-30,0.05,22,365
19517870,Move in and Enjoy! 206,51557252,One Bavaria Homes,,Ludwigsvorstadt-Isarvorstadt,48.12676,11.55326,Entire home/apt,69,1,97,2021-03-14,2.15,19,76
19521157,"Nice Room, only 5 minutes from Oktoberfest",126479843,Julia,,Ludwigsvorstadt-Isarvorstadt,48.12872,11.55819,Private room,200,2,2,2019-09-29,0.05,2,362
19539754,schöne Wohnung mitten in Schwabing,137249524,Migena,,Schwabing-West,48.17432,11.58156,Entire home/apt,65,5,4,2019-08-12,0.12,1,90
19559685,Modern Loft-Apartment with ♥ & design furniture,127489266,EasyStreet,,Ramersdorf-Perlach,48.09738,11.64649,Entire home/apt,81,1,159,2020-12-23,3.55,9,0
19570940,Großes Zimmer am Ostbahnhof,31711222,Ben,,Au-Haidhausen,48.12963,11.60374,Private room,40,3,2,2018-01-06,0.05,4,364
19571425,quiet room close to Ostbahnhof: East train station,31711222,Ben,,Au-Haidhausen,48.12963,11.60374,Private room,50,3,7,2019-10-01,0.18,4,365
19571799,Zimmer mit Balkon am Ostbahnhof,31711222,Ben,,Au-Haidhausen,48.12963,11.60374,Private room,35,3,1,2019-10-23,0.06,4,364
19585045,※ Modern flat ※  2-Rooms ※ 10 Min to Trade Fair※,7901771,Thomas,,Berg am Laim,48.1273,11.64846,Entire home/apt,99,177,29,2019-10-15,0.66,14,0
19591048,Comfortable room for two,22873155,Eva,,Allach-Untermenzing,48.19867,11.46612,Private room,68,1,12,2019-10-06,0.27,1,27
19596482,Loft-Apartment ***direct Subway to City Center***,127489266,EasyStreet,,Ramersdorf-Perlach,48.09738,11.64649,Entire home/apt,70,1,156,2020-12-17,3.61,9,339
19632064,Double bedroom with a private bathroom in Munich,26259548,Karolina,,Obergiesing,48.10918,11.58628,Private room,150,1,6,2019-09-30,0.18,1,363
19639182,3 BR Luxurious Apt near Octoberfest,10012217,Max,,Au-Haidhausen,48.12025,11.57847,Entire home/apt,1450,3,12,2019-09-24,0.28,1,365
19651396,Nähe Westpark - idyllisch - U6 Westpark 500 m,138327989,Thorsten,,Sendling-Westpark,48.11613,11.50872,Private room,45,1,2,2019-09-23,0.11,1,0
19653933,Zimmer für Wiesn-Mitarbeiterin/-innen,120909589,Bianka,,Moosach,48.18066,11.49138,Private room,59,17,0,,,1,173
19666344,Nice room ideal for 4 guests next to Oktoberfest,8897877,Lorand,,Ludwigsvorstadt-Isarvorstadt,48.13581,11.557,Private room,65,2,20,2019-10-04,0.44,3,180
19675923,"Lehel Höfe, München City",77931049,Edith,,Altstadt-Lehel,48.14284,11.5911,Entire home/apt,90,180,0,,,1,180
19685568,Ruhige 2 Zimmer Wohnung in Isarnähe (Thalkirchen),138662079,Martin,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09244,11.53798,Entire home/apt,49,6,0,,,1,319
19687162,Modern & upscale apartment in the city center,3487783,Lorenz,,Altstadt-Lehel,48.13424,11.57863,Entire home/apt,94,2,30,2019-09-25,0.68,1,0
19706497,Großes helles Zimmer mit  Balkon,91176536,Christine,,Obergiesing,48.10534,11.59371,Private room,20,5,2,2020-01-06,0.12,4,68
19707407,Helles ruhiges Zimmer citynah zu vermieten,91176536,Christine,,Obergiesing,48.10353,11.5947,Private room,32,5,6,2020-10-01,0.31,4,136
19711365,Nice & comfortable Apartment in Schwabing-West,138901190,Michael,,Schwabing-West,48.16965,11.56337,Entire home/apt,70,2,4,2019-09-22,0.09,1,0
19715030,"Nice, little room in Sendling",12232196,Christa,,Sendling-Westpark,48.12042,11.53223,Private room,37,3,58,2019-11-22,1.33,1,182
19731666,"Zimmer 20 qm mit 2 Betten .Kühlschrank,Waserkocher",139108308,Beata,,Milbertshofen-Am Hart,48.18838,11.55971,Private room,40,1,101,2020-01-01,2.22,1,90
19744591,1 Zimmer/81qm Wohnung mit Terasse Oktoberfest nah,139256216,Markus,,Neuhausen-Nymphenburg,48.14632,11.5164,Private room,53,1,34,2020-01-10,0.75,1,179
19744953,Freundliches Haus in München,139260289,Michael,,Pasing-Obermenzing,48.16191,11.44396,Entire home/apt,259,5,3,2018-08-30,0.07,1,89
19766178,Great 1 room studio! Address registration possible,3654105,Nico,,Ludwigsvorstadt-Isarvorstadt,48.13491,11.56227,Entire home/apt,32,30,0,,,2,327
19772510,Gemütliches 3 Zimmer Apartment in top City Lage,139577527,City Aparthotel,,Ludwigsvorstadt-Isarvorstadt,48.13733,11.56486,Entire home/apt,299,1,30,2020-10-04,0.70,10,330
19772622,New: Design-Apartment (perfect subway connection),127489266,EasyStreet,,Ramersdorf-Perlach,48.09738,11.64649,Entire home/apt,76,1,163,2021-03-14,3.67,9,361
19773422,Nur zum Oktoberfest! kl.2-Raum  Whg. in Harlaching,139584253,Helga,,Untergiesing-Harlaching,48.08689,11.55993,Entire home/apt,125,3,9,2019-10-06,0.21,1,362
19774841,Modernes Apartment im Herzen von München,7469646,Daniel,,Ludwigsvorstadt-Isarvorstadt,48.13141,11.57499,Entire home/apt,140,5,18,2020-10-01,0.42,2,11
19780156,Nice and quiet appartment - 20 min to Bauma,120881478,Johannes,,Untergiesing-Harlaching,48.10991,11.57731,Entire home/apt,59,1,8,2019-04-16,0.18,1,0
19792281,Gemütliches 4-Zimmer-Apartment in top City Lage,139577527,City Aparthotel,,Ludwigsvorstadt-Isarvorstadt,48.13714,11.56397,Entire home/apt,243,2,83,2020-10-11,1.90,10,322
19803119,Two room apartment with lovely kitchen and balcony,19860137,Daniel,,Neuhausen-Nymphenburg,48.16459,11.53502,Entire home/apt,65,21,9,2018-06-07,0.20,1,87
19807338,Cosy room in Schwabing Mitte - Free breakfast,24866405,,,Schwabing-West,48.16076,11.57896,Private room,120,1,6,2019-09-29,0.14,1,364
19825724,Gemütliches Zimmer in Toplage am Josephsplatz,41357552,Ina&Nico,,Maxvorstadt,48.15581,11.56809,Private room,36,2,187,2020-11-29,4.14,1,168
19854673,Bright & lovely apartment in central Munich,140391163,Julia,,Ludwigsvorstadt-Isarvorstadt,48.12537,11.56039,Entire home/apt,99,2,47,2018-09-30,1.08,1,0
19861076,Große Wohnung im Glockenbachviertel,45873165,Christian,,Ludwigsvorstadt-Isarvorstadt,48.12648,11.56564,Entire home/apt,150,5,2,2018-08-25,0.06,1,17
19869839,Nice room in house with garden for 1-2 guests,12859918,Julius,,Neuhausen-Nymphenburg,48.1665,11.51833,Private room,47,2,15,2019-04-11,0.35,1,0
19887803,Stylish 4 bedroom apartment close to Marienplatz,124566476,Ramez,,Ludwigsvorstadt-Isarvorstadt,48.13591,11.5609,Entire home/apt,390,2,126,2020-10-03,2.93,4,260
19888329,A nice place to stay,129429195,Gabriela,,Moosach,48.17999,11.49024,Private room,90,1,18,2019-10-07,0.40,1,365
19889205,A cozy place we call home,24870226,Carmen,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10151,11.52074,Entire home/apt,62,2,34,2020-01-06,0.81,1,0
19890943,Oktoberfest Zeit ❤️❤️❤️,91595585,Hedi+Ahlem,,Moosach,48.18742,11.52773,Shared room,55,1,10,2019-10-05,0.24,8,365
19927267,Right on the park and yet central,141174779,Andreas,,Sendling-Westpark,48.12875,11.53535,Private room,34,1,129,2020-02-18,2.96,1,90
19950646,Beautiful vintage room - close to Oktoberfest,91086788,,,Laim,48.13832,11.5115,Private room,290,2,7,2018-10-02,0.16,1,362
19957193,Sonnige 2-Zimmer-Wohnung in München-Bogenhausen,10118221,,,Bogenhausen,48.14019,11.61215,Entire home/apt,69,8,2,2020-01-03,0.06,1,25
19957711,Bright modern clean 4 room apartment Munich West,77103357,Katrin,,Aubing-Lochhausen-Langwied,48.17686,11.40563,Entire home/apt,199,4,11,2020-08-30,0.25,1,364
19960140,2 Zimmerwohnung mit Berlin–Flair,141505198,Karl,,Obergiesing,48.11269,11.57771,Entire home/apt,27,60,2,2019-11-17,0.05,1,163
19981675,Sommer in München für zwei 1,141720292,Bettina,,Obergiesing,48.11636,11.58079,Private room,50,2,108,2020-03-15,2.49,2,365
19984187,Private room in the center of Munich,96203304,Ibrahim,,Schwabing-Freimann,48.16401,11.58407,Private room,75,1,58,2020-12-19,1.36,2,30
19998084,Nice room in central Munich,141205952,Matthias,,Au-Haidhausen,48.12795,11.59955,Private room,65,20,4,2020-09-30,0.10,1,364
20003673,Dachgeschosswohnung: 10 min. zum Oktoberfest,51733546,Angela,,Maxvorstadt,48.14774,11.57601,Entire home/apt,380,4,2,2019-10-05,0.05,1,178
20005064,Home away from home,141838839,Marianne,,Bogenhausen,48.1504,11.62618,Private room,44,2,105,2020-12-09,2.35,1,152
20005531,NICE ROOM,43091093,Biniyam,,Neuhausen-Nymphenburg,48.14645,11.53138,Private room,40,1,76,2020-01-27,1.74,2,362
20011036,Gemütliche Wohnung in Schwabing,20033722,Lena,,Schwabing-West,48.17322,11.57426,Entire home/apt,63,2,42,2020-08-22,0.94,1,145
20013451,Design-Wohnung in Bogenhausen U-Bahn,142079917,Jana,,Bogenhausen,48.13856,11.61422,Entire home/apt,99,2,59,2021-03-07,1.32,1,214
20049843,Beautiful room for up to 4 people near Oktoberfest,8897877,Lorand,,Ludwigsvorstadt-Isarvorstadt,48.13565,11.5562,Private room,65,1,33,2020-08-09,0.77,3,364
20058762,Room/Zimmer/habitación (Múnich),44935893,Hernan,,Sendling-Westpark,48.1295,11.53227,Private room,80,3,1,2019-04-13,0.04,1,364
20060079,Beautiful Designer Roof-Terrace-Apartment *****,42411202,Saskia,,Neuhausen-Nymphenburg,48.15707,11.53397,Entire home/apt,80,14,2,2019-08-16,0.09,1,177
20127276,"Cosy room close to BMW, Olympiapark and U2",21560619,* Stephan And Giovanna,,Schwabing-West,48.17702,11.56932,Private room,65,1,10,2018-10-24,0.23,1,89
20128500,2-room-appartment next to the trade fair munich,75174092,Alex,,Tudering-Riem,48.1112,11.68187,Entire home/apt,70,2,23,2019-12-18,0.56,1,28
20130583,"Home sweet Home, nice apartment  in Munich",9526461,Alexandru,,Milbertshofen-Am Hart,48.2038,11.57006,Entire home/apt,30,15,7,2021-02-24,0.16,2,1
20135528,Helle 1-Zimmer Wohnung | stadtnah & ruhig,30370229,,,Milbertshofen-Am Hart,48.18887,11.58034,Entire home/apt,100,1,2,2018-09-30,0.07,2,89
20187637,*NEW* Luxurious apartment in heart of Munich,26201058,Laura,,Altstadt-Lehel,48.13587,11.57075,Private room,195,1,0,,,4,364
20217407,Apartment Edi designed by Matteo Thun,51557252,One Bavaria Homes,,Ludwigsvorstadt-Isarvorstadt,48.12663,11.55317,Private room,77,1,33,2021-01-24,0.75,19,151
20218995,"Wohnung m. Waldblick 70qm, Messe München 5km 12min",24405266,Ferhat,,Ramersdorf-Perlach,48.09815,11.66147,Entire home/apt,150,4,16,2020-01-31,0.38,1,365
20238095,Moderne Wohnung nahe Friedensengel/Engl. Garten,40292695,Elli,,Bogenhausen,48.14356,11.60385,Entire home/apt,99,2,7,2018-09-30,0.17,1,88
20242525,Next to the Oktoberfest,47053730,Jan,,Ludwigsvorstadt-Isarvorstadt,48.13021,11.55672,Private room,150,1,11,2019-10-05,0.25,1,179
20259187,Exklusive Design-2 Zi-Wohnung in der Maxvorstadt,153287069,Dunja,,Maxvorstadt,48.15506,11.56207,Entire home/apt,140,2,192,2021-02-28,4.40,1,352
20259367,Oktoberfest - to let a room for 2 people,144394895,Alfred,,Schwabing-West,48.15979,11.56825,Private room,90,2,7,2018-10-08,0.16,1,243
20261020,Spacious bedroom in central location,23344430,Rebecca,,Schwabing-West,48.15891,11.57434,Private room,250,2,0,,,1,89
20275541,Charmantes Zimmer im Herzen Münchens,39249993,Katalin,,Altstadt-Lehel,48.14661,11.59646,Private room,90,1,49,2020-02-06,1.13,1,121
20280280,Großzügige Wohnung für Familien,142070351,Luise,,Ludwigsvorstadt-Isarvorstadt,48.12839,11.57596,Entire home/apt,160,3,111,2021-03-21,2.59,1,117
20280748,Beautiful Room in Downtown Munich - Schwabing,3988442,Julia,,Schwabing-West,48.16025,11.57464,Private room,84,1,8,2019-10-09,0.19,1,90
20301151,Penthouse Laim- close to Oktoberfest!,144803440,Malte,,Hadern,48.12445,11.48386,Private room,150,1,1,2018-05-16,0.03,1,88
20302705,"Central, next to the river",144809589,Ema,,Obergiesing,48.11876,11.58006,Entire home/apt,132,1,10,2019-12-15,0.33,1,89
20304994,Modern apartement close to Oktoberfest/city center,41482289,Monika,,Obergiesing,48.11591,11.59223,Entire home/apt,180,1,16,2020-08-16,0.46,2,350
20322801,Nice & familyfriendly flat next to University&City,12722797,Lena,,Maxvorstadt,48.15285,11.57514,Entire home/apt,125,20,2,2019-09-26,0.05,1,89
20325098,Ganze Wohnung Zentral Isarnähe TOP Lage Tierpark,19465596,Josef,,Sendling,48.109,11.55193,Entire home/apt,174,1,23,2019-10-05,0.54,1,88
20357534,Comfortable 17sqm Room,122317942,Pia,,Neuhausen-Nymphenburg,48.1455,11.53285,Private room,46,5,22,2020-12-23,0.59,1,82
20361584,***** EXCELLENT Rustic SPA App @ Arabellapark ICM,43366149,Esta,,Bogenhausen,48.15793,11.64219,Entire home/apt,185,3,101,2020-07-20,2.35,2,226
20368872,Künstleroase,144310257,Michaela,,Neuhausen-Nymphenburg,48.15224,11.53124,Private room,50,1,23,2020-03-10,0.52,1,90
20374112,lovely Home // 1 Room,43332534,Josua,,Au-Haidhausen,48.12714,11.59639,Private room,420,3,3,2019-09-30,0.10,1,362
20378141,Helles Zimmer mit Bad - Münchner Westen,9331760,Lisa-Marie,,Aubing-Lochhausen-Langwied,48.17592,11.38519,Private room,60,2,15,2019-10-01,0.34,1,119
20390869,Oktoberfest-Apartment Marienplatz (2 P),145391972,Larven,,Altstadt-Lehel,48.13668,11.57744,Private room,79,2,28,2019-10-10,0.64,2,268
20394095,Oktoberfest-Apartment Marienplatz (2-4 P),145391972,Larven,,Altstadt-Lehel,48.13702,11.57722,Private room,189,2,11,2019-10-09,0.26,2,269
20397508,Stylish apartment near a river in Munich.,145444949,Jakob,,Au-Haidhausen,48.12008,11.57371,Entire home/apt,87,2,2,2017-08-24,0.05,1,0
20409458,Gemutliches Studio mit bester MVV Anbindung,30466212,Veronika,,Moosach,48.17977,11.51625,Entire home/apt,115,2,1,2019-10-05,0.06,1,89
20428844,Schönes Zimmer in München,130362875,Margarethe,,Bogenhausen,48.16868,11.6587,Private room,150,2,1,2017-09-14,0.02,1,0
20443908,"kleines, helles, sehr zentral gelegenes Studio",20318043,Selina,,Ludwigsvorstadt-Isarvorstadt,48.12617,11.56224,Entire home/apt,200,2,1,2019-04-14,0.04,1,87
20444408,Stylish duplex apartment in the heart of Munich,145916104,Michael,,Ludwigsvorstadt-Isarvorstadt,48.13321,11.57782,Entire home/apt,261,2,7,2017-10-15,0.16,1,0
20452150,Spacious cosy private room 600m to Oktoberfest,29268404,Christopher,,Sendling,48.1231,11.53816,Private room,100,3,4,2018-05-09,0.09,1,90
20452697,Nice Room in Munich West,34726888,Christiane,,Laim,48.13954,11.52122,Private room,39,2,16,2020-08-30,0.38,1,89
20465545,Cozy room in Munich!,90620327,Christian,,Untergiesing-Harlaching,48.10754,11.56547,Private room,100,1,7,2019-10-08,0.16,1,89
20491739,Tolle Dachgeschoßwohnung in Maxvorstadt,8031978,Rene,,Maxvorstadt,48.1527,11.55592,Entire home/apt,150,3,16,2019-10-08,0.37,1,87
20498891,Small room in cozy shared house near munich center,104997064,Gerd,,Ramersdorf-Perlach,48.10902,11.62211,Private room,35,3,21,2021-02-13,0.49,4,90
20499310,Private room in the center of Munich,96203304,Ibrahim,,Schwabing-Freimann,48.16177,11.58524,Private room,60,1,5,2020-10-18,0.33,2,30
20499843,Theresien-/Schwanthalerhöhe-Zentrum für 2-3 Pers.,8790599,Veronika,,Ludwigsvorstadt-Isarvorstadt,48.13556,11.55029,Entire home/apt,120,7,10,2019-10-05,0.24,1,295
20510504,Appartment - munich Center,41737282,David,,Ludwigsvorstadt-Isarvorstadt,48.1264,11.55654,Entire home/apt,67,10,4,2018-10-06,0.09,1,180
20512756,Surfers paradise in the heart of Munich-Schwabing,146444996,Christian & Bärbel,,Schwabing-West,48.17014,11.57544,Entire home/apt,67,2,22,2019-10-22,0.51,1,0
20515992,Beautiful private room in best Munich location,6178189,Sina,,Ludwigsvorstadt-Isarvorstadt,48.12968,11.57193,Entire home/apt,150,1,3,2019-04-12,0.09,1,364
20517841,15 min to Oktoberfest ! beautiful big 3/4 beds  !,1062025,Christoph,,Schwabing-West,48.15939,11.56713,Entire home/apt,180,4,8,2019-10-05,0.19,1,114
20523529,Zentrales und tolles Zimmer in Schwabing,18682257,Cinda,,Schwabing-Freimann,48.16448,11.59375,Private room,100,10,6,2019-04-14,0.14,1,83
20523787,Bogenhausen - Sehr schöne helle 2 Zimmer Wohnung,33372934,Ebru,,Bogenhausen,48.16429,11.64489,Entire home/apt,175,3,14,2019-10-16,0.33,1,90
20528990,Geräumige Zweizimmerwohnung mit Wintergarten,49040918,Daniel,,Pasing-Obermenzing,48.14335,11.46167,Entire home/apt,70,2,12,2019-05-16,0.28,1,353
20532825,Fully furnished flat in the heart of Munich,5782156,Nina,,Ludwigsvorstadt-Isarvorstadt,48.12769,11.56314,Entire home/apt,199,180,34,2018-09-25,0.80,1,271
20546949,Munich Apartment - 12 min to Oktoberfest,12651183,Maximilian,,Maxvorstadt,48.14851,11.57709,Private room,56,1,4,2018-09-30,0.10,1,365
20548037,PM-Rooms : Cozy hostel in Munich,1013466,PM-Rooms,,Laim,48.14068,11.51833,Private room,60,2,6,2018-09-30,0.15,8,346
20569307,Noble 3 room apartment with Biedermeier furniture,146919321,Nikolaus,,Pasing-Obermenzing,48.15799,11.44502,Entire home/apt,130,2,8,2019-10-05,0.18,1,179
20569592,"2 Zimmer Thalkirchen, Zoo, Nähe Oktoberfest",98401430,Christian,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10358,11.54191,Entire home/apt,80,4,17,2020-01-03,0.40,1,149
